Area,BuildStruc,BuildType,CompName,Decoration,Elevator,Floor,Focus,Orientation,Pubdate,Region1,Region2,Remarks,TotlePrice,Type,UnitPrice
156.61㎡,钢混结构,板楼,万科琥珀臻园,精装,无,中楼层 (共5层),5,南,,宝山,罗店,,550,3室2厅1厨2卫,35120
51.83㎡,砖混结构,板楼,月浦九村,简装,无,高楼层 (共6层),41,南,,宝山,月浦,,145,2室1厅1厨1卫,27977
51.38㎡,砖混结构,板楼,临江三村,简装,无,高楼层 (共6层),18,南,,宝山,淞宝,,210,2室1厅1厨1卫,40872
90.41㎡,砖混结构,板楼,罗南二村,简装,无,中楼层 (共6层),33,南,,宝山,罗店,,249,3室2厅1厨1卫,27542
89.32㎡,钢混结构,板楼,荣域飘鹰锦和花园(公寓),毛坯,有,低楼层 (共14层),29,南,,宝山,杨行,,360,2室2厅1厨1卫,40305
99.74㎡,钢混结构,板楼,采菊苑,毛坯,有,中楼层 (共11层),96,南,,宝山,顾村,,405,3室2厅1厨1卫,40606
42.55㎡,砖混结构,板楼,淞南六村,简装,无,高楼层 (共6层),10,南,,宝山,淞南,,186,1室1厅1厨1卫,43714
63.16㎡,砖混结构,板楼,共富一村,精装,无,中楼层 (共6层),35,南,,宝山,共富,,250,2室1厅1厨1卫,39583
97.73㎡,钢混结构,板楼,远洋7号,精装,有,高楼层 (共11层),45,南,,宝山,罗店,,375,3室2厅1厨1卫,38372
52.4㎡,砖混结构,板楼,泰和新城(泰和西路3493弄),精装,无,低楼层 (共6层),13,南 北,,宝山,顾村,,180,1室1厅1厨1卫,34352
71㎡,砖混结构,板楼,罗南一村,精装,无,中楼层 (共6层),34,南,,宝山,罗店,,208,3室1厅1厨1卫,29296
88.32㎡,钢混结构,板楼,保利叶上海(一期),毛坯,有,低楼层 (共27层),7,南 北,,宝山,顾村,,400,3室2厅1厨1卫,45290
59.96㎡,钢混结构,板楼,海尚明城,精装,有,低楼层 (共11层),11,南,,宝山,杨行,,230,1室2厅1厨1卫,38359
50.48㎡,砖混结构,板楼,宝钢八村,精装,无,高楼层 (共5层),14,南 北,,宝山,淞宝,,190,2室1厅1厨1卫,37639
75.43㎡,砖混结构,板楼,杨泰二村,简装,无,高楼层 (共6层),1,南,,宝山,杨行,,249,2室1厅1厨1卫,33011
41.46㎡,砖混结构,板楼,乐业一村,简装,无,高楼层 (共6层),18,南,,宝山,月浦,,133,1室1厅1厨1卫,32080
125.67㎡,钢混结构,板楼,经纬学府涵青花园(二期),精装,有,低楼层 (共15层),27,南,,宝山,上大,,580,3室2厅1厨2卫,46153
74.37㎡,钢混结构,板楼,成亿宝盛家苑,精装,无,高楼层 (共6层),46,南,,宝山,顾村,,275,2室2厅1厨1卫,36978
62.21㎡,砖混结构,板楼,淞南九村,简装,无,高楼层 (共6层),95,南 北,,宝山,淞南,,230,2室1厅1厨1卫,36972
97.39㎡,钢混结构,板楼,中环一号(一期),毛坯,有,低楼层 (共14层),417,南,,宝山,大华,,462,2室2厅1厨1卫,47439
76.39㎡,砖混结构,板楼,共富二村,简装,无,中楼层 (共6层),43,南,,宝山,共富,,310,2室2厅1厨1卫,40582
61.06㎡,砖混结构,板楼,大华二村,简装,无,低楼层 (共6层),82,南,,宝山,大华,,305,2室1厅1厨1卫,49951
93.12㎡,钢混结构,板楼,锦秋花园(公寓),精装,有,高楼层 (共6层),75,南 北,,宝山,上大,,468,2室1厅1厨1卫,50258
74㎡,钢混结构,板楼,古北菊翔苑(菊联路233弄),精装,有,中楼层 (共8层),122,南 北,,宝山,顾村,,310,2室1厅1厨1卫,41892
73.31㎡,钢混结构,板楼,菊泉新城(菊盛路186弄),精装,有,低楼层 (共14层),249,南 北,,宝山,顾村,,255,2室2厅1厨1卫,34784
107.09㎡,钢混结构,板楼,锦秋花园(公寓),精装,有,低楼层 (共16层),33,南 北,,宝山,上大,,478,2室2厅1厨1卫,44636
94.42㎡,钢混结构,板楼,康泰新城,简装,无,低楼层 (共6层),18,南 北,,宝山,大华,,450,2室2厅1厨1卫,47660
74.52㎡,钢混结构,板楼,馨佳园(菊泉街1280弄),毛坯,有,高楼层 (共11层),58,南,,宝山,顾村,,275,2室1厅1厨1卫,36903
76.49㎡,钢混结构,板楼,菊泉新城(陆翔路698弄),精装,无,中楼层 (共5层),42,南,,宝山,顾村,,270,2室2厅1厨1卫,35299
58.45㎡,砖混结构,板楼,吉浦路615弄,简装,无,中楼层 (共6层),33,南,,宝山,高境,,260,2室1厅1厨1卫,44483
88.42㎡,钢混结构,板楼,保利叶上海(一期),简装,有,低楼层 (共18层),15,南 北,,宝山,顾村,,435,3室2厅1厨1卫,49198
44.34㎡,砖混结构,板楼,通河二村,简装,无,高楼层 (共6层),36,南,,宝山,通河,,170,1室1厅1厨1卫,38341
96㎡,砖混结构,板楼,通河八村,精装,无,中楼层 (共6层),5,南,,宝山,通河,,460,2室2厅1厨1卫,47917
101.41㎡,钢混结构,板楼,四季绿城,精装,无,中楼层 (共6层),44,南 北,,宝山,高境,,526,2室2厅1厨1卫,51869
56.33㎡,砖混结构,板楼,乾溪新村,简装,无,中楼层 (共6层),64,南,,宝山,大场镇,,218,1室1厅1厨1卫,38701
47.28㎡,砖混结构,板楼,锦龙苑,简装,无,中楼层 (共6层),6,南 北,,宝山,上大,,199,1室1厅1厨1卫,42090
74.48㎡,砖混结构,板楼,共富一村,简装,无,低楼层 (共6层),24,南 北,,宝山,共富,,302,2室1厅1厨1卫,40548
100.17㎡,钢混结构,板楼,枫庭丽苑,精装,无,中楼层 (共6层),120,南,,宝山,大华,,545,2室2厅1厨2卫,54408
72.98㎡,钢混结构,板楼,丰翔新城,精装,有,低楼层 (共16层),69,南 北,,宝山,上大,,259,2室2厅1厨1卫,35490
75.99㎡,钢混结构,板楼,新顾村大家园A区,简装,无,低楼层 (共6层),41,南,,宝山,顾村,,275,2室2厅1厨1卫,36189
119.08㎡,钢混结构,板楼,和欣国际花园,简装,有,高楼层 (共18层),11,南,,宝山,共康,,730,3室2厅1厨2卫,61304
98.83㎡,钢混结构,板楼,宝宸共和家园,精装,有,低楼层 (共18层),233,南,,宝山,共康,,520,2室2厅1厨1卫,52616
85.81㎡,砖混结构,板楼,祁连一村,简装,无,高楼层 (共6层),70,南,,宝山,上大,,315,3室1厅1厨1卫,36710
67.01㎡,砖混结构,板楼,祁连二村,简装,无,高楼层 (共6层),55,南 北,,宝山,上大,,268,2室1厅1厨1卫,39995
91.62㎡,钢混结构,板楼,美岸栖庭(公寓),精装,无,中楼层 (共6层),154,南 北,,宝山,高境,,510,2室2厅1厨1卫,55665
88.54㎡,钢混结构,板楼,三花现代城(一期丹桂苑),精装,有,中楼层 (共14层),71,南 北,,宝山,高境,,540,2室2厅1厨1卫,60990
98.75㎡,钢混结构,板楼,龙缘花园,精装,无,中楼层 (共6层),5,南,,宝山,张庙,,520,2室2厅1厨1卫,52659
63.62㎡,砖混结构,板楼,共康五村,简装,无,低楼层 (共6层),58,南,,宝山,共康,,290,2室1厅1厨1卫,45584
72.53㎡,钢混结构,板楼,丰水宝邸(西苑),简装,有,中楼层 (共14层),76,南,,宝山,顾村,,265,2室2厅1厨1卫,36537
119.48㎡,钢混结构,板楼,康泰新城,精装,无,高楼层 (共6层),23,南 北,,宝山,大华,,495,3室2厅1厨2卫,41430
57.08㎡,钢混结构,塔楼,通河一村,简装,有,中楼层 (共15层),1,南,,宝山,张庙,,272,1室1厅1厨1卫,47653
70.94㎡,砖混结构,板楼,共富一村,简装,无,高楼层 (共6层),111,南,,宝山,共富,,255,2室1厅1厨1卫,35946
60.53㎡,砖混结构,板楼,共富四村,简装,无,低楼层 (共6层),9,南 北,,宝山,共富,,263,2室1厅1厨1卫,43450
91.75㎡,砖混结构,板楼,共和二村,其他,无,中楼层 (共6层),1,南,,宝山,张庙,,418,2室2厅1厨1卫,45559
88.33㎡,砖混结构,板楼,大华二村,简装,无,高楼层 (共6层),10,南,,宝山,大华,,460,3室1厅1厨1卫,52078
99.3㎡,钢混结构,板楼,和欣国际花园,精装,有,低楼层 (共18层),35,南 北,,宝山,共康,,570,2室2厅1厨1卫,57402
94.56㎡,钢混结构,板楼,美岸栖庭(公寓),精装,有,高楼层 (共18层),5,南,,宝山,高境,,580,2室2厅1厨1卫,61337
102.98㎡,钢混结构,板楼,菊泉新城(菊泉街39弄),毛坯,有,中楼层 (共14层),141,南,,宝山,顾村,,389,3室2厅1厨1卫,37775
127.87㎡,钢混结构,板楼,锦秋花园(公寓),精装,有,低楼层 (共6层),73,南 北,,宝山,上大,,540,3室2厅1厨2卫,42231
117.72㎡,钢混结构,板楼,枫庭丽苑,精装,无,高楼层 (共6层),95,南,,宝山,大华,,638,3室2厅1厨2卫,54197
60.13㎡,砖混结构,板楼,共富一村,精装,无,高楼层 (共6层),335,南,,宝山,共富,,220,2室1厅1厨1卫,36588
72.13㎡,砖混结构,板楼,祁连二村,精装,无,高楼层 (共6层),63,南 北,,宝山,上大,,270,2室1厅1厨1卫,37433
61.16㎡,砖混结构,板楼,祁连二村,精装,无,高楼层 (共6层),69,南 北,,宝山,上大,,228,2室1厅1厨1卫,37280
133.44㎡,钢混结构,板楼,康泰新城,简装,无,高楼层 (共6层),35,南,,宝山,大华,,549,3室2厅1厨2卫,41143
75.38㎡,钢混结构,板楼,菊泉新城(菊泉街39弄),毛坯,有,低楼层 (共14层),88,南 北,,宝山,顾村,,269,2室1厅1厨1卫,35686
118.8㎡,钢混结构,板楼,盛世宝邸(一期),毛坯,有,中楼层 (共11层),75,南 北,,宝山,淞南,,733,3室2厅1厨2卫,61701
133.27㎡,钢混结构,板楼,紫逸佳苑,精装,有,中楼层 (共17层),77,南,,宝山,高境,,750,3室2厅1厨2卫,56277
85.48㎡,钢混结构,板楼,远洋香奈,简装,有,低楼层 (共18层),22,南,,宝山,杨行,,340,2室2厅1厨1卫,39776
54.48㎡,砖混结构,板楼,呼玛一村,简装,无,高楼层 (共6层),10,南,,宝山,张庙,,213,2室1厅1厨1卫,39097
49.74㎡,砖混结构,板楼,吉浦路615弄,精装,无,中楼层 (共6层),37,南,,宝山,高境,,210,1室1厅1厨1卫,42220
68.28㎡,砖混结构,板楼,淞南小八村,简装,无,高楼层 (共6层),12,南,,宝山,淞南,,282,2室1厅1厨1卫,41301
78.65㎡,钢混结构,板楼,保利叶上海(一期),精装,有,中楼层 (共18层),57,南,,宝山,顾村,,349,2室2厅1厨1卫,44374
75.16㎡,钢混结构,板楼,葑润华庭,精装,无,中楼层 (共6层),2,南 北,,宝山,上大,,365,2室2厅1厨1卫,48564
89㎡,钢混结构,板楼,中国铁建青秀城,毛坯,暂无数据,低楼层 (共8层),5,南 北,,宝山,顾村,,328,3室2厅1厨1卫,36854
62.57㎡,砖混结构,板楼,宝林四村,简装,无,中楼层 (共6层),6,南,,宝山,淞宝,,245,2室1厅1厨1卫,39157
123.9㎡,钢混结构,板楼,九英里,精装,有,低楼层 (共12层),80,南 北,,宝山,共康,,595,3室2厅1厨2卫,48023
103.64㎡,钢混结构,板楼,远洋7号,简装,有,中楼层 (共11层),28,南 北,,宝山,罗店,,410,3室2厅1厨1卫,39561
130.97㎡,砖混结构,板楼,好日子大家园B区,毛坯,暂无数据,高楼层 (共6层),13,南 北,,宝山,顾村,,439,3室2厅1厨2卫,33520
70.91㎡,钢混结构,板楼,菊泉新城(陆翔路358弄),简装,无,中楼层 (共5层),33,南,,宝山,顾村,,290,2室1厅1厨1卫,40897
71.99㎡,钢混结构,板楼,金地艺境(宝山),精装,有,低楼层 (共33层),222,南 北,,宝山,上大,,255,2室1厅1厨1卫,35422
110.46㎡,钢混结构,板楼,葑润华庭,毛坯,无,高楼层 (共6层),82,南,,宝山,上大,,430,3室2厅1厨1卫,38929
94.88㎡,钢混结构,板楼,绿洲花园,毛坯,有,低楼层 (共12层),36,南,,宝山,顾村,,350,2室2厅1厨1卫,36889
76.06㎡,未知结构,暂无数据,好日子大家园C区,精装,暂无数据,低楼层 (共6层),97,南,,宝山,顾村,,285,2室1厅1厨1卫,37471
72.81㎡,砖混结构,板楼,祁连三村,简装,无,低楼层 (共6层),23,南,,宝山,上大,,275,2室1厅1厨1卫,37770
113.4㎡,钢混结构,板楼,学林苑,精装,无,中楼层 (共6层),22,南,,宝山,上大,,499,3室2厅1厨1卫,44004
88.52㎡,钢混结构,板楼,四季绿城,精装,无,低楼层 (共6层),11,南 北,,宝山,高境,,470,2室2厅1厨1卫,53096
92.14㎡,钢混结构,板楼,世纪非凡怡园,精装,无,高楼层 (共6层),9,南,,宝山,顾村,,350,3室2厅1厨1卫,37986
67.28㎡,砖混结构,板楼,高境一村,简装,无,高楼层 (共6层),30,南,,宝山,高境,,265,2室1厅2厨1卫,39388
58.82㎡,砖混结构,板楼,宝林六村,毛坯,无,高楼层 (共6层),85,南 北,,宝山,淞宝,,199,2室2厅1厨1卫,33833
89.93㎡,钢混结构,板楼,绿洲花园,精装,有,低楼层 (共12层),18,南 北,,宝山,顾村,,325,2室2厅1厨1卫,36140
123.3㎡,钢混结构,板楼,万科四季花城,精装,有,中楼层 (共5层),17,南 北,,宝山,杨行,,450,3室2厅1厨2卫,36497
71.2㎡,钢混结构,板楼,中环一号(五期),精装,有,高楼层 (共18层),109,南,,宝山,大华,,399,1室2厅1厨1卫,56040
58.81㎡,砖混结构,板楼,大华二村,简装,无,高楼层 (共6层),8,南,,宝山,大华,,296,2室1厅1厨1卫,50332
99.41㎡,钢混结构,板楼,东方丽都,精装,无,高楼层 (共6层),26,南 北,,宝山,杨行,,380,3室2厅1厨1卫,38226
49.7㎡,砖混结构,板楼,共富三村,简装,无,高楼层 (共6层),1,南,,宝山,共富,,192,1室1厅1厨1卫,38632
50.93㎡,砖混结构,板楼,淞南老五村,简装,无,高楼层 (共6层),13,南 北,,宝山,淞南,,193,1室1厅1厨1卫,37896
67.23㎡,砖混结构,板楼,淞南七村,简装,无,中楼层 (共6层),56,南,,宝山,淞南,,275,2室1厅1厨1卫,40905
87.69㎡,钢混结构,板楼,万科四季花城,精装,有,中楼层 (共11层),57,南,,宝山,杨行,,380,3室2厅1厨1卫,43335
64.59㎡,钢混结构,板楼,梧桐城邦(一期),精装,无,中楼层 (共5层),6,西,,宝山,大华,,360,2室1厅1厨1卫,55737
55.07㎡,砖混结构,板楼,通河二村,毛坯,无,高楼层 (共6层),27,南,,宝山,通河,,225,2室1厅1厨1卫,40858
75.29㎡,钢混结构,板楼,葑润华庭,简装,无,低楼层 (共6层),107,南 北,,宝山,上大,,330,2室1厅1厨1卫,43831
87.08㎡,钢混结构,板楼,经纬观澜弘郡家园(三期),精装,有,高楼层 (共14层),10,南 北,,宝山,上大,,480,2室2厅1厨1卫,55122
56.27㎡,砖混结构,板楼,三门路485弄,简装,无,高楼层 (共6层),22,南,,宝山,高境,,272,2室1厅1厨1卫,48339
64.21㎡,钢混结构,板楼,荣域飘鹰锦和花园(公寓),毛坯,有,高楼层 (共14层),40,南,,宝山,杨行,,265,1室1厅1厨1卫,41271
79.02㎡,钢混结构,板楼,馨佳园(韶山路418弄),精装,无,中楼层 (共6层),155,南 北,,宝山,顾村,,272,2室1厅1厨1卫,34422
99.77㎡,钢混结构,板楼,同济城市阳光,精装,有,中楼层 (共14层),22,南,,宝山,大场镇,,490,3室2厅1厨1卫,49113
89.2㎡,钢混结构,板楼,三花现代城(二期香梅苑),精装,有,低楼层 (共17层),13,南,,宝山,高境,,530,2室2厅1厨1卫,59418
70.31㎡,钢混结构,板楼,万业紫辰苑,精装,有,低楼层 (共28层),16,南,,宝山,杨行,,310,2室2厅1厨1卫,44091
56.27㎡,钢混结构,板楼,成亿宝盛家苑,简装,无,低楼层 (共6层),52,南 北,,宝山,顾村,,218,1室1厅1厨1卫,38742
75.97㎡,钢混结构,板楼,新梅淞南苑,毛坯,无,高楼层 (共6层),22,南 北,,宝山,淞南,,370,2室1厅1厨1卫,48704
136㎡,钢混结构,板楼,香逸湾,毛坯,有,中楼层 (共13层),39,南 北,,宝山,杨行,,550,4室2厅1厨2卫,40442
121.42㎡,钢混结构,板楼,慧华苑,精装,无,高楼层 (共6层),70,南,,宝山,上大,,437,3室2厅1厨2卫,35991
54.63㎡,砖混结构,板楼,乾溪新村,简装,无,高楼层 (共6层),49,南 北,,宝山,大场镇,,217,2室1厅1厨1卫,39722
60.93㎡,砖混结构,板楼,淞南三村,简装,无,中楼层 (共6层),17,南,,宝山,淞南,,267,2室1厅1厨1卫,43821
80.7㎡,钢混结构,板楼,同济城市阳光,精装,有,中楼层 (共14层),10,南,,宝山,大场镇,,420,2室2厅1厨1卫,52045
43.6㎡,砖混结构,板楼,永清新村,简装,无,高楼层 (共6层),3,南,,宝山,淞宝,,160,1室1厅1厨1卫,36698
89.06㎡,钢混结构,板楼,上大阳光乾宁园,精装,无,高楼层 (共6层),4,南,,宝山,上大,,435,2室1厅1厨1卫,48844
94.09㎡,钢混结构,板楼,鑫鑫花园,简装,无,低楼层 (共6层),4,南,,宝山,共富,,380,2室2厅1厨1卫,40387
121.45㎡,钢混结构,板楼,锦秋花园(公寓),精装,无,中楼层 (共6层),75,南 北,,宝山,上大,,520,3室2厅1厨2卫,42816
64.74㎡,钢混结构,板楼,中环一号(二期),简装,有,低楼层 (共18层),16,南,,宝山,大华,,428,2室2厅1厨1卫,66111
55.53㎡,砖混结构,板楼,乾溪新村,精装,无,高楼层 (共5层),53,南,,宝山,大场镇,,235,2室1厅1厨1卫,42320
94.04㎡,钢混结构,板楼,海尚明城,毛坯,有,中楼层 (共15层),46,南,,宝山,杨行,,328,2室1厅1厨1卫,34879
86.88㎡,钢混结构,板楼,荣域飘鹰锦和花园(公寓),毛坯,有,高楼层 (共14层),26,南 北,,宝山,杨行,,370,2室2厅1厨1卫,42588
56.67㎡,砖混结构,板楼,共康五村,简装,无,中楼层 (共6层),41,南,,宝山,共康,,260,2室1厅1厨1卫,45880
87.79㎡,钢混结构,板楼,三花现代城(三期金兰苑),精装,有,低楼层 (共18层),27,南,,宝山,高境,,560,2室2厅1厨1卫,63789
75.68㎡,砖混结构,板楼,好日子大家园B区,简装,暂无数据,高楼层 (共6层),90,南 北,,宝山,顾村,,350,2室1厅1厨1卫,46248
92.71㎡,钢混结构,板楼,四季绿城,毛坯,有,中楼层 (共16层),130,南,,宝山,高境,,495,2室2厅1厨1卫,53393
94.83㎡,钢混结构,板楼,中环一号(一期),精装,有,高楼层 (共14层),694,南,,宝山,大华,,470,2室2厅1厨1卫,49563
125.88㎡,钢混结构,板楼,远洋香奈,精装,有,中楼层 (共18层),15,东南 南 北,,宝山,杨行,,540,3室2厅1厨2卫,42898
135.48㎡,钢混结构,板楼,逸仙华庭,简装,有,中楼层 (共16层),40,南 北,,宝山,高境,,795,3室2厅1厨2卫,58681
79.71㎡,钢混结构,板楼,馨佳园(韶山路419弄),精装,有,低楼层 (共11层),53,南 北,,宝山,顾村,,280,2室2厅1厨1卫,35128
95.74㎡,钢混结构,板楼,梧桐城邦(二期),简装,有,中楼层 (共11层),30,东南,,宝山,大华,,530,2室2厅1厨1卫,55359
138.85㎡,钢混结构,板楼,鑫鑫花园,精装,有,低楼层 (共11层),32,南 北,,宝山,共富,,490,3室2厅1厨2卫,35290
59.73㎡,钢混结构,塔楼,宝林一村,毛坯,有,中楼层 (共18层),30,南,,宝山,淞宝,,248,1室1厅1厨1卫,41521
41.42㎡,砖混结构,板楼,宝林二村,简装,无,高楼层 (共6层),10,南,,宝山,淞宝,,152,1室1厅1厨1卫,36698
106.42㎡,砖混结构,板楼,好日子大家园A区,精装,有,低楼层 (共14层),3,南,,宝山,顾村,,430,2室2厅1厨1卫,40406
90.8㎡,砖混结构,板楼,共富一村,简装,无,高楼层 (共6层),102,南,,宝山,共富,,310,3室1厅1厨1卫,34141
53.31㎡,钢混结构,板楼,馨佳园(菊盛路851弄),简装,有,低楼层 (共18层),61,南,,宝山,顾村,,208,1室1厅1厨1卫,39018
108.33㎡,钢混结构,板楼,枫庭丽苑,精装,有,低楼层 (共11层),9,南,,宝山,大华,,600,3室1厅1厨1卫,55387
117.16㎡,砖混结构,板楼,好日子大家园B区,简装,暂无数据,中楼层 (共6层),13,南,,宝山,顾村,,430,3室2厅1厨2卫,36702
119.99㎡,钢混结构,板楼,美兰湖颐景园,简装,无,低楼层 (共5层),46,南,,宝山,罗店,,343,3室2厅1厨2卫,28586
64.1㎡,砖混结构,板楼,好旺花苑,毛坯,无,高楼层 (共6层),4,南,,宝山,大华,,348,2室1厅1厨1卫,54291
82.7㎡,砖混结构,板楼,文华苑(宝山),简装,无,高楼层 (共6层),630,南 北,,宝山,大华,,363,2室2厅1厨1卫,43894
131.11㎡,钢混结构,板楼,梧桐城邦(二期),精装,有,中楼层 (共13层),143,南,,宝山,大华,,750,3室2厅1厨2卫,57204
76.48㎡,钢混结构,板楼,新顾村大家园C区,简装,无,低楼层 (共6层),61,南,,宝山,顾村,,265,2室1厅1厨1卫,34650
90.13㎡,钢混结构,塔楼,惠民公寓,精装,有,低楼层 (共20层),31,南 北,,宝山,张庙,,385,2室1厅1厨1卫,42717
190.58㎡,砖混结构,板楼,共富四村,精装,无,高楼层 (共6层),5,南 北,,宝山,共富,,570,4室3厅1厨3卫,29909
86.35㎡,砖混结构,板楼,大华一村,简装,无,高楼层 (共6层),63,南,,宝山,大华,,395,3室1厅1厨1卫,45745
85.08㎡,钢混结构,板楼,菊泉新城(陆翔路678弄),毛坯,有,低楼层 (共14层),79,南 北,,宝山,顾村,,285,2室2厅1厨1卫,33498
61.07㎡,钢混结构,板楼,三花现代城(三期金兰苑),简装,有,低楼层 (共24层),67,南,,宝山,高境,,350,1室1厅1厨1卫,57312
40.29㎡,砖混结构,板楼,逸仙一村,简装,无,中楼层 (共5层),18,南,,宝山,高境,,179,1室1厅1厨1卫,44428
59.58㎡,砖混结构,板楼,呼玛三村,简装,无,低楼层 (共6层),25,南,,宝山,张庙,,285,2室1厅1厨1卫,47835
48.52㎡,砖混结构,板楼,吉浦路615弄,精装,无,中楼层 (共6层),38,南,,宝山,高境,,215,1室1厅1厨1卫,44312
53.95㎡,砖混结构,板楼,呼玛二村,精装,无,高楼层 (共6层),2,南 北,,宝山,张庙,,245,2室1厅1厨1卫,45413
