Area,CompName,Decoration,Elevator,Floor,Focus,Orientation,Pubdate,Region1,Region2,Remarks,TotlePrice,Type,UnitPrice
43.6㎡,永清新村,毛坯,无,高楼层 (共6层),0,南,,宝山,淞宝,,165,1室1厅1厨1卫,37845
,,,,,,,,,,,,,
85.72㎡,美兰湖颐景园,精装,无,中楼层 (共5层),6,南 北,,宝山,罗店,,295,2室2厅1厨1卫,34415
,,,,,,,,,,,,,
89.02㎡,美兰湖中华园,简装,有,高楼层 (共6层),3,南,,宝山,罗店,,420,2室2厅1厨1卫,47181
,,,,,,,,,,,,,
57.24㎡,淞南三村,精装,无,高楼层 (共6层),7,南,,宝山,淞南,,245,2室1厅1厨1卫,42803
,,,,,,,,,,,,,
53.19㎡,东西巷街163号,精装,无,中楼层 (共5层),14,北,,宝山,罗店,,130,2室1厅1厨1卫,24441
,,,,,,,,,,,,,
63.2㎡,海尚明城,精装,有,高楼层 (共18层),58,南,,宝山,杨行,,235,1室1厅1厨1卫,37184
,,,,,,,,,,,,,
56.63㎡,高境一村,简装,无,中楼层 (共6层),17,南,,宝山,高境,,246,1室1厅1厨1卫,43440
,,,,,,,,,,,,,
63.77㎡,通河一村,精装,有,低楼层 (共15层),11,南,,宝山,张庙,,290,2室1厅1厨1卫,45476
,,,,,,,,,,,,,
68.68㎡,泗塘六村,精装,无,中楼层 (共6层),4,南,,宝山,张庙,,320,2室1厅1厨1卫,46593
,,,,,,,,,,,,,
74.66㎡,淞南新新五村,简装,无,中楼层 (共6层),32,南,,宝山,淞南,,338,2室1厅1厨1卫,45272
,,,,,,,,,,,,,
57.4㎡,永清二村,简装,无,高楼层 (共6层),15,南,,宝山,淞宝,,205,2室1厅1厨1卫,35715
,,,,,,,,,,,,,
58.48㎡,海江二村,简装,无,高楼层 (共6层),7,南,,宝山,淞宝,,215,2室1厅1厨1卫,36765
,,,,,,,,,,,,,
134.73㎡,经纬学府涵青花园(二期),精装,有,中楼层 (共17层),23,南,,宝山,上大,,710,3室2厅1厨2卫,52698
,,,,,,,,,,,,,
55.23㎡,祁连一村,简装,无,高楼层 (共6层),13,南,,宝山,上大,,215,2室1厅1厨1卫,38929
,,,,,,,,,,,,,
61.2㎡,华浜新村,精装,无,高楼层 (共6层),17,南,,宝山,淞南,,235,2室1厅1厨1卫,38399
,,,,,,,,,,,,,
93.33㎡,好日子大家园B区,精装,暂无数据,高楼层 (共6层),4,南 北,,宝山,顾村,,360,2室2厅1厨1卫,38573
,,,,,,,,,,,,,
93.74㎡,上大聚丰园,简装,无,高楼层 (共6层),3,南,,宝山,上大,,408,2室2厅1厨1卫,43525
,,,,,,,,,,,,,
56.86㎡,中环国际公寓(二期),精装,有,高楼层 (共17层),15,南,,宝山,共康,,340,1室1厅1厨1卫,59796
,,,,,,,,,,,,,
66.19㎡,星福家园,精装,无,高楼层 (共6层),12,南,,宝山,上大,,280,2室2厅1厨1卫,42303
,,,,,,,,,,,,,
92.01㎡,梧桐城邦(二期),精装,有,低楼层 (共14层),114,南 北,,宝山,大华,,478,2室2厅1厨1卫,51951
,,,,,,,,,,,,,
42.06㎡,大华二村,简装,无,中楼层 (共6层),9,南,,宝山,大华,,230,1室1厅1厨1卫,54684
,,,,,,,,,,,,,
66.58㎡,泰和新城(泰和西路3381弄),精装,无,高楼层 (共6层),57,南,,宝山,顾村,,220,2室1厅1厨1卫,33043
,,,,,,,,,,,,,
77.5㎡,祁连二村,简装,无,高楼层 (共6层),21,南 北,,宝山,上大,,270,2室1厅1厨1卫,34839
,,,,,,,,,,,,,
45.28㎡,泗塘三村,简装,无,高楼层 (共5层),11,南,,宝山,张庙,,175,1室1厅1厨1卫,38649
,,,,,,,,,,,,,
97.74㎡,菊泉新城(陆翔路678弄),精装,有,低楼层 (共11层),9,东,,宝山,顾村,,349,3室1厅1厨1卫,35707
,,,,,,,,,,,,,
48.3㎡,殷高小区,简装,无,高楼层 (共6层),21,南 北,,宝山,高境,,215,1室1厅1厨1卫,44514
,,,,,,,,,,,,,
140㎡,万科琥珀郡园,精装,有,低楼层 (共6层),15,南,,宝山,罗店,,560,3室2厅1厨2卫,40000
,,,,,,,,,,,,,
131.72㎡,富长苑,精装,有,高楼层 (共12层),50,南,,宝山,罗店,,400,3室2厅1厨2卫,30368
,,,,,,,,,,,,,
97.33㎡,金地艺境(宝山),精装,有,高楼层 (共6层),41,南,,宝山,上大,,435,2室2厅1厨1卫,44694
,,,,,,,,,,,,,
88.36㎡,美兰湖颐景园,精装,无,中楼层 (共5层),5,南,,宝山,罗店,,302,2室2厅1厨1卫,34179
,,,,,,,,,,,,,
134.71㎡,嘉城国际花园,精装,有,高楼层 (共24层),4,南 北,,宝山,月浦,,545,3室2厅1厨2卫,40458
,,,,,,,,,,,,,
54.9㎡,临江四村,其他,无,高楼层 (共6层),1,南,,宝山,淞宝,,205,2室1厅1厨1卫,37341
,,,,,,,,,,,,,
55.35㎡,宝钢九村,其他,无,中楼层 (共6层),1,南,,宝山,淞宝,,238,2室1厅1厨1卫,43000
,,,,,,,,,,,,,
75.79㎡,罗南二村,简装,无,高楼层 (共6层),0,南,,宝山,罗店,,226,3室1厅1厨1卫,29820
,,,,,,,,,,,,,
54.8㎡,宝钢二村,简装,无,高楼层 (共5层),8,西南,,宝山,淞宝,,190,2室1厅1厨1卫,34672
,,,,,,,,,,,,,
87.03㎡,中冶锦园,精装,暂无数据,高楼层 (共11层),2,南 北,,宝山,月浦,,300,3室1厅1厨1卫,34471
,,,,,,,,,,,,,
84㎡,招商海德名门,精装,有,低楼层 (共16层),5,南,,宝山,杨行,,350,2室1厅1厨1卫,41667
,,,,,,,,,,,,,
129.68㎡,宝华盛世花园,精装,有,高楼层 (共14层),11,南,,宝山,月浦,,330,3室2厅1厨2卫,25448
,,,,,,,,,,,,,
157㎡,万科琥珀臻园,精装,有,中楼层 (共5层),0,南,,宝山,罗店,,595,3室2厅2厨2卫,37899
,,,,,,,,,,,,,
38.38㎡,宝林二村,简装,无,中楼层 (共6层),5,南,,宝山,淞宝,,155,1室1厅1厨1卫,40386
,,,,,,,,,,,,,
64.73㎡,宝林二村,简装,无,中楼层 (共6层),12,南,,宝山,淞宝,,280,3室1厅1厨1卫,43257
,,,,,,,,,,,,,
108.68㎡,远洋香奈,精装,有,低楼层 (共18层),3,南,,宝山,杨行,,550,5室2厅1厨1卫,50608
,,,,,,,,,,,,,
75.97㎡,好日子大家园D区,简装,暂无数据,高楼层 (共6层),10,南 北,,宝山,顾村,,320,2室1厅1厨1卫,42122
,,,,,,,,,,,,,
85.57㎡,宝华北岸郡庭(公寓),精装,有,高楼层 (共24层),4,南,,宝山,月浦,,230,3室2厅1厨1卫,26879
,,,,,,,,,,,,,
118.94㎡,同济公寓,精装,无,低楼层 (共6层),5,南,,宝山,淞宝,,480,2室2厅1厨2卫,40357
,,,,,,,,,,,,,
91.82㎡,宝山八村,简装,有,低楼层 (共28层),43,南 北,,宝山,淞宝,,385,2室1厅1厨1卫,41930
,,,,,,,,,,,,,
85.48㎡,新天地荻泾花园,精装,有,高楼层 (共18层),39,南,,宝山,顾村,,335,2室2厅1厨1卫,39191
,,,,,,,,,,,,,
65.21㎡,星福家园,精装,无,高楼层 (共6层),37,南 北,,宝山,上大,,269,2室1厅1厨1卫,41252
,,,,,,,,,,,,,
91.34㎡,荣域飘鹰锦和花园(公寓),精装,有,低楼层 (共14层),99,南,,宝山,杨行,,350,2室2厅1厨1卫,38319
,,,,,,,,,,,,,
64.3㎡,共富一村,简装,无,高楼层 (共6层),71,南,,宝山,共富,,235,2室1厅1厨1卫,36548
,,,,,,,,,,,,,
54.53㎡,临江三村,精装,无,高楼层 (共6层),4,南,,宝山,淞宝,,235,2室1厅1厨1卫,43096
,,,,,,,,,,,,,
86㎡,旭辉澜悦湾,精装,无,中楼层 (共5层),12,南 北,,宝山,罗泾,,258,2室2厅1厨1卫,30000
,,,,,,,,,,,,,
127㎡,金地天地云墅,精装,暂无数据,中楼层 (共7层),74,南,,宝山,顾村,,620,3室2厅1厨2卫,48819
,,,,,,,,,,,,,
89.72㎡,泰禾红御,精装,有,中楼层 (共20层),32,南,,宝山,高境,,660,2室2厅1厨1卫,73563
,,,,,,,,,,,,,
111.7㎡,宝山九村,简装,无,高楼层 (共6层),0,南 北,,宝山,淞宝,,508,3室1厅1厨1卫,45479
,,,,,,,,,,,,,
34.11㎡,海滨三村,简装,无,高楼层 (共5层),30,南,,宝山,淞宝,,125,1室1厅1厨1卫,36647
,,,,,,,,,,,,,
49.02㎡,大华一村,简装,无,中楼层 (共6层),14,西南,,宝山,大华,,220,1室1厅1厨1卫,44880
,,,,,,,,,,,,,
73.91㎡,宝钢五村,简装,有,高楼层 (共15层),25,东南 北,,宝山,淞宝,,315,2室1厅1厨1卫,42620
,,,,,,,,,,,,,
79.97㎡,富锦路1659弄,简装,无,高楼层 (共6层),5,南 北,,宝山,月浦,,238,3室1厅1厨1卫,29762
,,,,,,,,,,,,,
51.59㎡,共康六村,精装,无,高楼层 (共6层),62,南,,宝山,共康,,215,1室1厅1厨1卫,41675
,,,,,,,,,,,,,
112㎡,海江公寓,精装,无,高楼层 (共6层),0,南 北,,宝山,淞宝,,470,2室2厅1厨1卫,41965
,,,,,,,,,,,,,
100.95㎡,宝山八村,精装,无,高楼层 (共6层),16,南,,宝山,淞宝,,425,3室2厅1厨1卫,42101
,,,,,,,,,,,,,
76.06㎡,李金怡心园,简装,无,中楼层 (共6层),44,南 西,,宝山,淞宝,,300,3室1厅1厨1卫,39443
,,,,,,,,,,,,,
83.96㎡,保利叶上海(三期),精装,有,中楼层 (共33层),63,南 北,,宝山,顾村,,410,3室2厅1厨1卫,48833
,,,,,,,,,,,,,
43.75㎡,海滨八村,精装,无,高楼层 (共6层),29,南,,宝山,淞宝,,170,1室1厅1厨1卫,38858
,,,,,,,,,,,,,
41.42㎡,宝林二村,毛坯,无,中楼层 (共6层),13,南,,宝山,淞宝,,158,1室1厅1厨1卫,38146
,,,,,,,,,,,,,
63.79㎡,北华苑,简装,无,高楼层 (共6层),44,南,,宝山,大华,,285,2室1厅1厨1卫,44678
,,,,,,,,,,,,,
99.49㎡,君邑地中海(公寓),毛坯,有,低楼层 (共18层),15,南,,宝山,大场镇,,470,2室2厅1厨1卫,47241
,,,,,,,,,,,,,
73.85㎡,祁连一村,精装,无,中楼层 (共6层),6,南 北,,宝山,上大,,299,2室1厅1厨1卫,40488
,,,,,,,,,,,,,
90㎡,美兰湖岭域,精装,有,高楼层 (共7层),45,南,,宝山,罗店,,488,4室2厅1厨2卫,54223
,,,,,,,,,,,,,
47.37㎡,大华一村,简装,无,高楼层 (共6层),16,南,,宝山,大华,,225,2室1厅1厨1卫,47499
,,,,,,,,,,,,,
41.84㎡,呼玛二村,简装,无,高楼层 (共6层),8,南,,宝山,张庙,,178,1室1厅1厨1卫,42544
,,,,,,,,,,,,,
43.4㎡,永清新村,毛坯,无,中楼层 (共6层),14,南,,宝山,淞宝,,160,1室1厅1厨1卫,36867
,,,,,,,,,,,,,
70.48㎡,文华苑(宝山),简装,有,高楼层 (共7层),88,南,,宝山,大华,,345,2室1厅1厨1卫,48951
,,,,,,,,,,,,,
78.79㎡,中国铁建青秀城,精装,暂无数据,高楼层 (共16层),33,南,,宝山,顾村,,310,2室2厅1厨1卫,39346
,,,,,,,,,,,,,
131.5㎡,住友宝莲,简装,有,低楼层 (共6层),16,南,,宝山,淞宝,,720,3室2厅1厨1卫,54753
,,,,,,,,,,,,,
57.82㎡,民主敦发小区,精装,无,低楼层 (共6层),6,南,,宝山,张庙,,260,1室1厅1厨1卫,44968
,,,,,,,,,,,,,
59.49㎡,吉浦路615弄,简装,无,高楼层 (共7层),91,南,,宝山,高境,,240,2室1厅1厨1卫,40343
,,,,,,,,,,,,,
94㎡,枫桥湾名邸,简装,无,低楼层 (共6层),75,南 北,,宝山,淞南,,508,2室2厅1厨1卫,54043
,,,,,,,,,,,,,
92.52㎡,鎏园,精装,有,高楼层 (共14层),16,南,,宝山,淞南,,527,2室1厅1厨1卫,56961
,,,,,,,,,,,,,
143.57㎡,住友宝莲,简装,无,高楼层 (共6层),24,南 北,,宝山,淞宝,,790,3室2厅1厨2卫,55026
,,,,,,,,,,,,,
80.71㎡,共和三村,精装,无,高楼层 (共6层),21,南,,宝山,张庙,,355,2室1厅1厨1卫,43985
,,,,,,,,,,,,,
134.25㎡,兴景佳苑,其他,无,高楼层 (共6层),0,南,,宝山,淞宝,,1100,3室2厅1厨2卫,81937
,,,,,,,,,,,,,
127.78㎡,锦通苑,精装,无,高楼层 (共6层),20,南,,宝山,淞南,,560,3室2厅1厨2卫,43826
,,,,,,,,,,,,,
92.8㎡,岭南雅苑,其他,无,低楼层 (共6层),0,南,,宝山,张庙,,480,2室2厅1厨1卫,51725
,,,,,,,,,,,,,
79.73㎡,高境一村,简装,无,高楼层 (共6层),21,南,,宝山,高境,,370,3室1厅1厨1卫,46407
,,,,,,,,,,,,,
124.17㎡,檀乡湾,精装,有,低楼层 (共11层),16,南,,宝山,顾村,,470,3室2厅1厨2卫,37852
,,,,,,,,,,,,,
98.9㎡,新顾村大家园B区,精装,无,低楼层 (共6层),37,南 北,,宝山,顾村,,338,3室2厅1厨1卫,34176
,,,,,,,,,,,,,
53㎡,呼玛二村,简装,无,高楼层 (共6层),85,南,,宝山,张庙,,210,2室1厅1厨1卫,39623
,,,,,,,,,,,,,
47.53㎡,呼玛四村,毛坯,无,高楼层 (共6层),6,南,,宝山,张庙,,190,1室1厅1厨1卫,39975
,,,,,,,,,,,,,
37.47㎡,呼玛一村,精装,无,高楼层 (共6层),50,南,,宝山,张庙,,162,1室1厅1厨1卫,43235
,,,,,,,,,,,,,
53.33㎡,宝林五村,精装,无,高楼层 (共6层),9,南,,宝山,淞宝,,218,2室1厅1厨1卫,40878
,,,,,,,,,,,,,
95.31㎡,中环一号(三期),精装,有,低楼层 (共14层),61,南 北,,宝山,大华,,580,3室2厅1厨1卫,60855
,,,,,,,,,,,,,
91.92㎡,康桥水都(公寓),精装,有,高楼层 (共6层),111,南,,宝山,杨行,,325,2室2厅1厨1卫,35357
,,,,,,,,,,,,,
52.88㎡,逸仙路1321弄,简装,无,低楼层 (共6层),0,南,,宝山,高境,,235,1室1厅1厨1卫,44441
,,,,,,,,,,,,,
90.13㎡,惠民公寓,简装,有,高楼层 (共20层),16,南,,宝山,张庙,,368,2室1厅1厨1卫,40830
,,,,,,,,,,,,,
44.16㎡,逸仙二村,简装,无,高楼层 (共6层),10,南,,宝山,高境,,185,1室1厅1厨1卫,41894
,,,,,,,,,,,,,
103.33㎡,三湘盛世花园,精装,有,低楼层 (共14层),12,南,,宝山,张庙,,537,2室2厅1厨1卫,51970
,,,,,,,,,,,,,
98.07㎡,嘉华苑(宝山),精装,无,中楼层 (共6层),51,南,,宝山,大华,,575,2室2厅1厨1卫,58632
,,,,,,,,,,,,,
71.35㎡,罗南一村,精装,无,中楼层 (共6层),189,南,,宝山,罗店,,200,3室1厅1厨1卫,28031
,,,,,,,,,,,,,
57.69㎡,宝城二村,简装,无,高楼层 (共6层),3,南 北,,宝山,淞宝,,215,2室1厅1厨1卫,37269
,,,,,,,,,,,,,
41.52㎡,通河四村,简装,无,高楼层 (共6层),6,南,,宝山,通河,,200,1室1厅1厨1卫,48170
,,,,,,,,,,,,,
61.33㎡,乾溪新村,简装,无,高楼层 (共6层),81,西南,,宝山,大场镇,,225,2室1厅1厨1卫,36687
,,,,,,,,,,,,,
54.9㎡,临江三村,精装,无,高楼层 (共6层),8,南,,宝山,淞宝,,215,2室1厅1厨1卫,39163
,,,,,,,,,,,,,
97.76㎡,泰和新城(泰和西路3493弄),简装,无,高楼层 (共6层),5,南 北,,宝山,顾村,,270,2室2厅1厨1卫,27619
,,,,,,,,,,,,,
101.29㎡,东方丽都,精装,有,低楼层 (共11层),60,南,,宝山,杨行,,370,2室2厅1厨1卫,36529
,,,,,,,,,,,,,
52.92㎡,呼玛一村,简装,无,低楼层 (共6层),0,南,,宝山,张庙,,240,2室1厅1厨1卫,45352
,,,,,,,,,,,,,
96.48㎡,馨佳园(菊泉街1346弄),精装,有,中楼层 (共14层),5,南,,宝山,顾村,,400,3室2厅1厨1卫,41460
,,,,,,,,,,,,,
77.18㎡,宝林八村,毛坯,无,中楼层 (共6层),2,东,,宝山,淞宝,,280,2室1厅1厨1卫,36279
,,,,,,,,,,,,,
100.8㎡,盛宅新村,精装,无,中楼层 (共6层),12,南,,宝山,顾村,,330,3室2厅1厨1卫,32739
,,,,,,,,,,,,,
99.15㎡,祁连四村,精装,无,中楼层 (共6层),39,南,,宝山,上大,,390,3室1厅1厨1卫,39335
,,,,,,,,,,,,,
57.12㎡,四季绿城,精装,无,中楼层 (共6层),6,南,,宝山,高境,,360,1室1厅1厨1卫,63026
,,,,,,,,,,,,,
121.36㎡,檀乡湾,精装,有,低楼层 (共14层),4,南,,宝山,顾村,,450,3室2厅1厨2卫,37080
,,,,,,,,,,,,,
55.84㎡,高境二村,简装,无,中楼层 (共6层),38,南 北,,宝山,高境,,243,1室1厅1厨1卫,43518
,,,,,,,,,,,,,
89.68㎡,上大阳光乾清园,精装,无,中楼层 (共6层),30,南,,宝山,上大,,430,2室1厅1厨1卫,47949
,,,,,,,,,,,,,
118.48㎡,华能时代花园,精装,无,高楼层 (共6层),7,南 北,,宝山,淞宝,,600,3室2厅1厨1卫,50642
,,,,,,,,,,,,,
65.3㎡,宝林二村,简装,无,高楼层 (共6层),12,南 北,,宝山,淞宝,,275,3室1厅1厨1卫,42114
,,,,,,,,,,,,,
46.43㎡,泗东新村,精装,无,高楼层 (共5层),37,南,,宝山,淞宝,,168,2室1厅1厨1卫,36184
,,,,,,,,,,,,,
87㎡,宝华北岸郡庭(公寓),毛坯,有,中楼层 (共24层),1,南,,宝山,月浦,,210,3室2厅1厨1卫,24138
,,,,,,,,,,,,,
87㎡,宝山三村,简装,无,高楼层 (共6层),43,南,,宝山,淞宝,,350,3室1厅1厨1卫,40230
,,,,,,,,,,,,,
61.07㎡,宝山一村,简装,无,高楼层 (共6层),3,南,,宝山,淞宝,,246,2室1厅1厨1卫,40282
,,,,,,,,,,,,,
120.52㎡,金地艺境(宝山),精装,有,低楼层 (共32层),13,南 北,,宝山,上大,,485,3室2厅1厨2卫,40243
,,,,,,,,,,,,,
46.55㎡,大华一村,简装,无,高楼层 (共6层),2,南,,宝山,大华,,220,1室1厅1厨1卫,47262
,,,,,,,,,,,,,
157.85㎡,经纬观澜弘郡家园(三期),毛坯,有,中楼层 (共14层),2,南,,宝山,上大,,838,4室1厅1厨2卫,53089
,,,,,,,,,,,,,
92.15㎡,东方丽都,精装,有,低楼层 (共10层),48,南,,宝山,杨行,,400,2室2厅1厨1卫,43408
,,,,,,,,,,,,,
62.36㎡,大华二村,简装,无,高楼层 (共6层),18,南,,宝山,大华,,298,2室1厅1厨1卫,47788
,,,,,,,,,,,,,
93.78㎡,旭辉澜悦湾,精装,有,低楼层 (共18层),10,南,,宝山,罗泾,,235,3室2厅1厨1卫,25059
,,,,,,,,,,,,,
86.05㎡,宝沁苑,毛坯,有,低楼层 (共18层),29,南,,宝山,顾村,,290,2室2厅1厨1卫,33702
,,,,,,,,,,,,,
95.49㎡,上大阳光乾泽园,简装,无,高楼层 (共6层),3,南,,宝山,上大,,415,2室2厅1厨1卫,43461
,,,,,,,,,,,,,
127.37㎡,枫庭丽苑,简装,有,低楼层 (共11层),28,南,,宝山,大华,,670,3室2厅1厨2卫,52603
,,,,,,,,,,,,,
84.18㎡,环绿国际,精装,有,中楼层 (共18层),7,南,,宝山,顾村,,270,2室2厅1厨1卫,32075
,,,,,,,,,,,,,
92.81㎡,高境二村,简装,无,高楼层 (共6层),0,南 北,,宝山,高境,,435,2室2厅1厨1卫,46870
,,,,,,,,,,,,,
46.5㎡,长江西路1160弄,简装,无,中楼层 (共6层),15,南,,宝山,张庙,,185,1室1厅1厨1卫,39785
,,,,,,,,,,,,,
90.41㎡,屹立家园,简装,无,低楼层 (共6层),4,南,,宝山,共康,,480,2室2厅1厨1卫,53092
,,,,,,,,,,,,,
45.85㎡,泗塘五村,简装,无,低楼层 (共6层),1,南,,宝山,张庙,,204,2室1厅1厨1卫,44493
,,,,,,,,,,,,,
90.77㎡,上大阳光乾清园,精装,无,高楼层 (共6层),28,南,,宝山,上大,,410,2室2厅1厨1卫,45170
,,,,,,,,,,,,,
57.66㎡,金鑫花园(公寓),精装,无,中楼层 (共6层),30,南,,宝山,大华,,290,1室1厅1厨1卫,50295
,,,,,,,,,,,,,
85.19㎡,中冶尚园,精装,有,中楼层 (共11层),29,南,,宝山,月浦,,268,3室2厅1厨1卫,31460
,,,,,,,,,,,,,
89.66㎡,保利叶上海(一期),精装,有,低楼层 (共24层),19,南,,宝山,顾村,,430,3室2厅1厨1卫,47959
,,,,,,,,,,,,,
74.77㎡,共和一村,精装,无,高楼层 (共6层),26,南,,宝山,张庙,,305,2室1厅1厨1卫,40792
,,,,,,,,,,,,,
132.28㎡,华能时代花园,精装,无,中楼层 (共6层),15,南,,宝山,淞宝,,650,3室2厅1厨2卫,49139
,,,,,,,,,,,,,
36.4㎡,通河二村,精装,无,中楼层 (共6层),10,南 北,,宝山,通河,,172,1室0厅1厨1卫,47253
,,,,,,,,,,,,,
101.38㎡,上大阳光乾静园,精装,无,高楼层 (共6层),12,南,,宝山,上大,,488,3室2厅1厨1卫,48136
,,,,,,,,,,,,,
62.46㎡,呼玛五村,精装,无,高楼层 (共7层),45,南,,宝山,张庙,,250,2室1厅1厨1卫,40026
,,,,,,,,,,,,,
40.29㎡,逸仙一村,精装,无,中楼层 (共6层),6,南,,宝山,高境,,195,1室1厅1厨1卫,48400
,,,,,,,,,,,,,
84.59㎡,通河二村,简装,无,高楼层 (共6层),19,东 西,,宝山,通河,,305,2室1厅1厨1卫,36057
,,,,,,,,,,,,,
66.8㎡,逸仙二村,简装,无,中楼层 (共6层),22,南,,宝山,高境,,305,2室1厅1厨1卫,45659
,,,,,,,,,,,,,
60.91㎡,南大路76弄,精装,无,低楼层 (共6层),6,南,,宝山,大场镇,,220,2室1厅1厨1卫,36119
,,,,,,,,,,,,,
84.06㎡,华鹏花苑,简装,无,高楼层 (共6层),35,南,,宝山,大华,,380,2室2厅1厨1卫,45206
,,,,,,,,,,,,,
131.86㎡,思致公寓,简装,无,低楼层 (共6层),0,南 北,,宝山,淞宝,,680,3室2厅1厨2卫,51570
,,,,,,,,,,,,,
54.44㎡,宝林六村,简装,无,中楼层 (共6层),4,南,,宝山,淞宝,,220,2室1厅1厨1卫,40412
,,,,,,,,,,,,,
84㎡,保利叶上海(二期),精装,有,高楼层 (共33层),18,南,,宝山,顾村,,420,3室2厅1厨1卫,50000
,,,,,,,,,,,,,
57.32㎡,通河七村,简装,无,高楼层 (共6层),13,南,,宝山,通河,,215,2室1厅1厨1卫,37509
,,,,,,,,,,,,,
78.71㎡,环镇北路600弄,毛坯,无,中楼层 (共6层),0,南,,宝山,大场镇,,325,2室1厅1厨1卫,41291
,,,,,,,,,,,,,
69.16㎡,乐业一村,简装,无,高楼层 (共6层),11,南 北,,宝山,月浦,,220,3室1厅1厨1卫,31811
,,,,,,,,,,,,,
90.5㎡,荣域飘鹰锦和花园(公寓),精装,有,低楼层 (共18层),37,南,,宝山,杨行,,355,2室2厅1厨1卫,39227
,,,,,,,,,,,,,
62.31㎡,宝钢八村,简装,无,中楼层 (共5层),5,南 北,,宝山,淞宝,,265,3室1厅1厨1卫,42530
,,,,,,,,,,,,,
88.67㎡,上大阳光乾和园,精装,无,低楼层 (共6层),2,南,,宝山,大场镇,,370,2室2厅1厨1卫,41728
,,,,,,,,,,,,,
68.49㎡,民悦苑,简装,无,高楼层 (共6层),2,南,,宝山,张庙,,338,2室1厅1厨1卫,49351
,,,,,,,,,,,,,
130.5㎡,康桥水都(公寓),精装,无,高楼层 (共6层),3,南,,宝山,杨行,,435,3室2厅1厨1卫,33334
,,,,,,,,,,,,,
85.13㎡,杰圣家苑,精装,有,中楼层 (共16层),17,南 北,,宝山,高境,,480,2室2厅1厨1卫,56385
,,,,,,,,,,,,,
54.6㎡,嘉骏花苑,简装,无,中楼层 (共6层),17,南,,宝山,高境,,265,1室1厅1厨1卫,48535
,,,,,,,,,,,,,
89.15㎡,宝宸怡景园,其他,有,高楼层 (共14层),7,南,,宝山,共康,,590,3室2厅1厨1卫,66181
,,,,,,,,,,,,,
54.9㎡,临江四村,简装,无,中楼层 (共6层),0,南,,宝山,淞宝,,233,2室1厅1厨1卫,42441
,,,,,,,,,,,,,
53.33㎡,宝林五村,精装,无,低楼层 (共6层),10,南,,宝山,淞宝,,235,2室1厅1厨1卫,44066
,,,,,,,,,,,,,
60㎡,通河六村,精装,无,中楼层 (共7层),4,南 北,,宝山,通河,,260,2室1厅1厨1卫,43334
,,,,,,,,,,,,,
94.25㎡,鎏园,毛坯,有,高楼层 (共12层),13,南,,宝山,淞南,,510,2室2厅1厨1卫,54112
,,,,,,,,,,,,,
43.71㎡,逸仙路1321弄,简装,无,高楼层 (共6层),24,南,,宝山,高境,,177,1室1厅1厨1卫,40495
,,,,,,,,,,,,,
45.6㎡,高境一村,简装,无,高楼层 (共6层),18,南,,宝山,高境,,198,1室1厅1厨1卫,43422
,,,,,,,,,,,,,
90.35㎡,久华佳苑,精装,无,低楼层 (共6层),5,南 北,,宝山,大华,,585,2室2厅1厨1卫,64749
,,,,,,,,,,,,,
72.11㎡,环镇北路600弄,简装,无,高楼层 (共6层),0,南,,宝山,大场镇,,280,2室1厅1厨1卫,38830
,,,,,,,,,,,,,
44.82㎡,乾溪新村,毛坯,无,低楼层 (共6层),18,南,,宝山,大场镇,,178,1室1厅1厨1卫,39715
,,,,,,,,,,,,,
73.7㎡,水岸蓝桥(公寓),精装,有,低楼层 (共18层),11,南,,宝山,大华,,488,1室2厅1厨1卫,66215
,,,,,,,,,,,,,
67.28㎡,高境一村,简装,无,高楼层 (共6层),16,南,,宝山,高境,,280,2室1厅1厨1卫,41618
,,,,,,,,,,,,,
96.61㎡,世纪非凡锦城,精装,有,低楼层 (共18层),1,南,,宝山,顾村,,338,2室2厅1厨1卫,34987
,,,,,,,,,,,,,
68.25㎡,大华二村,简装,无,高楼层 (共6层),12,南,,宝山,大华,,315,2室1厅1厨1卫,46154
,,,,,,,,,,,,,
41.33㎡,呼玛三村,简装,无,中楼层 (共6层),14,南,,宝山,张庙,,195,1室1厅1厨1卫,47182
,,,,,,,,,,,,,
58㎡,淞南三村,精装,无,高楼层 (共6层),9,南,,宝山,淞南,,260,2室1厅1厨1卫,44828
,,,,,,,,,,,,,
99.87㎡,九英里,精装,有,高楼层 (共12层),10,南 北,,宝山,共康,,550,2室2厅1厨1卫,55072
,,,,,,,,,,,,,
57.21㎡,永清二村,简装,无,高楼层 (共6层),2,南 北,,宝山,淞宝,,225,2室1厅1厨1卫,39329
,,,,,,,,,,,,,
129.7㎡,东方丽都,精装,有,低楼层 (共9层),10,南,,宝山,杨行,,480,2室2厅1厨2卫,37009
,,,,,,,,,,,,,
107.08㎡,大华公园世家康华苑,精装,有,低楼层 (共8层),10,南,,宝山,大华,,558,2室2厅1厨1卫,52111
,,,,,,,,,,,,,
108.71㎡,宝山三村,简装,无,高楼层 (共6层),22,南,,宝山,淞宝,,440,3室2厅1厨1卫,40475
,,,,,,,,,,,,,
117.55㎡,南华苑,精装,无,低楼层 (共6层),4,南,,宝山,大华,,650,3室1厅1厨2卫,55296
,,,,,,,,,,,,,
78.79㎡,金棠苑,其他,无,低楼层 (共6层),1,南,,宝山,张庙,,390,2室1厅1厨1卫,49499
,,,,,,,,,,,,,
