Area,CompName,Decoration,Elevator,Floor,Focus,Orientation,Pubdate,Region1,Region2,Remarks,TotlePrice,Type,UnitPrice
,,,,,,,,,,,,,
106.65㎡,经纬阳光水岸家园(一期),精装,有,低楼层 (共6层),19,南 北,,宝山,上大,,470,2室2厅1厨1卫,44070
,,,,,,,,,,,,,
83.88㎡,保利叶上海(三期),精装,有,低楼层 (共24层),40,南 北,,宝山,顾村,,515,3室2厅1厨2卫,61398
,,,,,,,,,,,,,
127.54㎡,万科四季花城,精装,有,低楼层 (共11层),53,南 北,,宝山,杨行,,520,3室2厅1厨2卫,40772
,,,,,,,,,,,,,
156.27㎡,万科琥珀臻园,精装,无,高楼层 (共5层),19,南,,宝山,罗店,,630,4室2厅1厨3卫,40315
,,,,,,,,,,,,,
69.81㎡,月浦八村,简装,有,高楼层 (共14层),13,南,,宝山,月浦,,179,2室1厅1厨1卫,25642
,,,,,,,,,,,,,
92.81㎡,丰水宝邸(西苑),精装,有,高楼层 (共14层),86,南,,宝山,顾村,,325,2室2厅1厨1卫,35018
,,,,,,,,,,,,,
146.64㎡,保利叶之林(一期),精装,有,高楼层 (共14层),9,南 北,,宝山,上大,,785,4室2厅1厨2卫,53533
,,,,,,,,,,,,,
82.14㎡,绿洲花园,精装,有,低楼层 (共12层),49,南,,宝山,顾村,,300,2室1厅1厨1卫,36524
,,,,,,,,,,,,,
72㎡,环镇北路600弄,精装,无,高楼层 (共6层),14,南 北,,宝山,大场镇,,278,2室1厅1厨1卫,38612
,,,,,,,,,,,,,
58.02㎡,华鹏花苑,简装,无,高楼层 (共6层),7,南,,宝山,大华,,248,1室2厅1厨1卫,42744
,,,,,,,,,,,,,
129.11㎡,星福家园,简装,有,低楼层 (共12层),3,南 北,,宝山,上大,,508,3室2厅1厨2卫,39347
,,,,,,,,,,,,,
74.91㎡,古北菊翔苑(菊联路232弄),精装,有,中楼层 (共8层),4,南,,宝山,顾村,,330,2室2厅1厨1卫,44053
,,,,,,,,,,,,,
153㎡,上置香岛原墅(公寓),精装,有,中楼层 (共9层),5,南 西 东,,宝山,罗店,,489,3室2厅1厨2卫,31961
,,,,,,,,,,,,,
86.5㎡,新梅绿岛苑,精装,有,低楼层 (共9层),22,南 北,,宝山,共康,,435,2室2厅1厨1卫,50290
,,,,,,,,,,,,,
88.28㎡,北华苑,简装,无,高楼层 (共6层),14,南,,宝山,大华,,445,3室1厅1厨1卫,50408
,,,,,,,,,,,,,
108.26㎡,中环一号(五期),精装,有,中楼层 (共18层),31,南 北,,宝山,大华,,608,3室2厅1厨1卫,56162
,,,,,,,,,,,,,
83.03㎡,锦泰苑,精装,无,中楼层 (共5层),5,南,,宝山,上大,,350,2室1厅1厨1卫,42154
,,,,,,,,,,,,,
82.99㎡,锦泰苑,简装,无,中楼层 (共6层),3,南 北,,宝山,上大,,360,2室2厅1厨1卫,43379
,,,,,,,,,,,,,
83.82㎡,同济城市阳光,精装,有,高楼层 (共14层),2,南,,宝山,大场镇,,450,2室2厅1厨1卫,53687
,,,,,,,,,,,,,
67㎡,呼玛二村,简装,无,高楼层 (共6层),26,南,,宝山,张庙,,285,3室1厅1厨1卫,42538
,,,,,,,,,,,,,
81.51㎡,菊泉新城(菊泉街39弄),毛坯,有,高楼层 (共14层),3,南,,宝山,顾村,,300,2室2厅1厨1卫,36806
,,,,,,,,,,,,,
61.38㎡,学林苑,简装,无,低楼层 (共6层),24,南,,宝山,上大,,295,1室1厅1厨1卫,48062
,,,,,,,,,,,,,
75.43㎡,杨泰三村,精装,无,中楼层 (共6层),10,南,,宝山,杨行,,245,2室2厅1厨1卫,32481
,,,,,,,,,,,,,
67.89㎡,环镇北路600弄,简装,无,高楼层 (共6层),3,南,,宝山,大场镇,,225,1室1厅1厨1卫,33142
,,,,,,,,,,,,,
66.42㎡,海江二村,简装,无,高楼层 (共6层),6,南,,宝山,淞宝,,245,2室1厅1厨1卫,36887
,,,,,,,,,,,,,
45.49㎡,宝林五村,简装,无,中楼层 (共6层),1,南,,宝山,淞宝,,185,1室1厅1厨1卫,40669
,,,,,,,,,,,,,
88.4㎡,共富一村,简装,无,中楼层 (共6层),25,西,,宝山,共富,,335,3室1厅1厨1卫,37896
,,,,,,,,,,,,,
81.46㎡,宝翔苑,毛坯,有,低楼层 (共8层),9,南,,宝山,顾村,,283,2室1厅1厨1卫,34741
,,,,,,,,,,,,,
55.8㎡,馨佳园(菊泉街1281弄),毛坯,有,高楼层 (共18层),5,东南,,宝山,顾村,,215,1室1厅1厨1卫,38531
,,,,,,,,,,,,,
63.97㎡,共康八村,精装,无,低楼层 (共6层),7,南,,宝山,共康,,280,2室1厅1厨1卫,43771
,,,,,,,,,,,,,
61㎡,春雷路354弄,精装,无,高楼层 (共6层),8,南,,宝山,月浦,,195,2室1厅1厨1卫,31968
,,,,,,,,,,,,,
101.69㎡,中怡家园,毛坯,有,高楼层 (共24层),10,南,,宝山,顾村,,349,3室1厅1厨1卫,34320
,,,,,,,,,,,,,
71.19㎡,共康五村,精装,无,低楼层 (共6层),37,南,,宝山,共康,,315,2室1厅1厨1卫,44248
,,,,,,,,,,,,,
47.26㎡,呼玛二村,简装,无,高楼层 (共6层),4,南,,宝山,张庙,,185,1室1厅1厨1卫,39146
,,,,,,,,,,,,,
60㎡,通河六村,简装,无,低楼层 (共7层),18,南 北,,宝山,通河,,265,2室1厅1厨1卫,44167
,,,,,,,,,,,,,
92.74㎡,保利叶语(二期)(公寓),精装,有,高楼层 (共21层),8,南,,宝山,顾村,,500,2室2厅1厨1卫,53915
,,,,,,,,,,,,,
62.25㎡,通河二村,简装,无,高楼层 (共6层),92,东南,,宝山,通河,,240,2室1厅1厨1卫,38555
,,,,,,,,,,,,,
59.37㎡,呼玛三村,简装,无,高楼层 (共6层),114,南 北,,宝山,张庙,,245,2室1厅1厨1卫,41267
,,,,,,,,,,,,,
123.48㎡,保利叶之林(三期),精装,有,中楼层 (共14层),10,南,,宝山,上大,,699,3室2厅1厨2卫,56609
,,,,,,,,,,,,,
128.64㎡,柏丽华庭,精装,有,中楼层 (共18层),21,南,,宝山,杨行,,490,3室2厅1厨2卫,38091
,,,,,,,,,,,,,
76.76㎡,馨佳园(菊泉街1346弄),简装,有,低楼层 (共24层),6,南,,宝山,顾村,,290,2室2厅1厨1卫,37781
,,,,,,,,,,,,,
70.04㎡,通河一村,毛坯,有,低楼层 (共13层),24,南,,宝山,张庙,,290,2室1厅1厨1卫,41405
,,,,,,,,,,,,,
124.26㎡,金鑫花园(公寓),精装,无,中楼层 (共6层),76,南,,宝山,大华,,600,3室2厅1厨2卫,48286
,,,,,,,,,,,,,
78.31㎡,菊泉新城(陆翔路698弄),精装,无,中楼层 (共5层),111,南,,宝山,顾村,,273,2室1厅0厨1卫,34862
,,,,,,,,,,,,,
138.52㎡,柏丽华庭,精装,有,中楼层 (共18层),63,南,,宝山,杨行,,520,3室2厅1厨2卫,37540
,,,,,,,,,,,,,
65.52㎡,梧桐城邦大公馆,精装,有,中楼层 (共10层),342,南,,宝山,大华,,440,2室2厅1厨1卫,67156
,,,,,,,,,,,,,
126.78㎡,宝宸共和家园,精装,有,高楼层 (共22层),15,南,,宝山,共康,,720,3室2厅1厨2卫,56792
,,,,,,,,,,,,,
88.87㎡,宝宸怡景园,精装,有,高楼层 (共17层),24,南,,宝山,共康,,590,3室2厅1厨1卫,66390
,,,,,,,,,,,,,
68.68㎡,共江小区,精装,无,高楼层 (共6层),32,南,,宝山,通河,,335,2室1厅1厨1卫,48777
,,,,,,,,,,,,,
62.38㎡,高杨佳苑,其他,有,高楼层 (共24层),9,南,,宝山,高境,,345,1室1厅1厨1卫,55307
,,,,,,,,,,,,,
51.01㎡,共富一村,简装,无,高楼层 (共6层),21,南,,宝山,共富,,185,1室1厅1厨1卫,36268
,,,,,,,,,,,,,
63.16㎡,逸仙一村,其他,无,高楼层 (共6层),7,南,,宝山,高境,,297,2室1厅1厨1卫,47024
,,,,,,,,,,,,,
142.36㎡,临江佳园,精装,有,低楼层 (共11层),1,南 北,,宝山,淞宝,,730,3室2厅1厨2卫,51279
,,,,,,,,,,,,,
115.36㎡,天馨花园(公寓),精装,无,高楼层 (共6层),6,南,,宝山,杨行,,426,3室2厅1厨2卫,36928
,,,,,,,,,,,,,
43.67㎡,吉浦路615弄,简装,无,中楼层 (共7层),5,南 北,,宝山,高境,,220,1室1厅1厨1卫,50378
,,,,,,,,,,,,,
66.36㎡,淞南老五村,精装,无,高楼层 (共6层),34,南 北,,宝山,淞南,,251,2室1厅1厨1卫,37824
,,,,,,,,,,,,,
152.56㎡,康桥水都(公寓),精装,无,中楼层 (共6层),22,南,,宝山,杨行,,525,3室2厅1厨2卫,34413
,,,,,,,,,,,,,
125.36㎡,慧华东苑,简装,无,高楼层 (共6层),17,南,,宝山,上大,,485,3室2厅1厨2卫,38689
,,,,,,,,,,,,,
108.26㎡,中环一号(五期),精装,有,低楼层 (共18层),59,南 北,,宝山,大华,,610,3室2厅1厨1卫,56346
,,,,,,,,,,,,,
99.15㎡,万业紫辰苑,简装,有,中楼层 (共32层),7,南 北,,宝山,杨行,,385,3室2厅1厨1卫,38831
,,,,,,,,,,,,,
95.6㎡,美诗邸,精装,暂无数据,高楼层 (共13层),9,南,,宝山,大场镇,,518,2室2厅1厨1卫,54185
,,,,,,,,,,,,,
123.42㎡,保利叶语(二期)(公寓),简装,有,低楼层 (共19层),9,西,,宝山,顾村,,620,4室2厅1厨2卫,50235
,,,,,,,,,,,,,
73.6㎡,共和三村,精装,无,高楼层 (共6层),36,南,,宝山,张庙,,280,2室1厅1厨1卫,38044
,,,,,,,,,,,,,
75.77㎡,馨佳园(菊泉街1346弄),毛坯,有,低楼层 (共11层),32,南 北,,宝山,顾村,,285,2室1厅1厨1卫,37614
,,,,,,,,,,,,,
108.04㎡,远洋香奈,简装,有,高楼层 (共18层),12,南 北,,宝山,杨行,,505,3室2厅1厨1卫,46742
,,,,,,,,,,,,,
76.7㎡,馨佳园(菊泉街1346弄),精装,有,低楼层 (共24层),30,南,,宝山,顾村,,285,2室1厅1厨1卫,37158
,,,,,,,,,,,,,
93.96㎡,祁连四村,简装,无,中楼层 (共6层),19,南,,宝山,上大,,368,3室1厅1厨1卫,39166
,,,,,,,,,,,,,
89.52㎡,保利叶上海(一期),简装,有,高楼层 (共27层),19,西,,宝山,顾村,,438,3室2厅1厨1卫,48928
,,,,,,,,,,,,,
46.85㎡,共康五村,简装,无,高楼层 (共6层),11,南,,宝山,共康,,188,1室1厅1厨1卫,40129
,,,,,,,,,,,,,
58.18㎡,南大路180弄,简装,无,低楼层 (共7层),29,南,,宝山,大场镇,,205,2室1厅1厨1卫,35236
,,,,,,,,,,,,,
86.43㎡,大华一村,简装,无,高楼层 (共6层),18,南,,宝山,大华,,425,3室1厅1厨1卫,49173
,,,,,,,,,,,,,
57.42㎡,盛宅新村,精装,无,中楼层 (共6层),11,南 北,,宝山,顾村,,220,1室1厅1厨1卫,38315
,,,,,,,,,,,,,
107.76㎡,枫庭丽苑,精装,无,低楼层 (共6层),19,南,,宝山,大华,,600,3室2厅1厨1卫,55680
,,,,,,,,,,,,,
103㎡,盛达家园,精装,有,低楼层 (共8层),18,南,,宝山,张庙,,415,2室2厅1厨1卫,40292
,,,,,,,,,,,,,
152.35㎡,住嘉新苑,精装,有,中楼层 (共16层),10,南,,宝山,张庙,,715,3室2厅1厨2卫,46932
,,,,,,,,,,,,,
117.43㎡,好日子大家园D区,毛坯,暂无数据,高楼层 (共6层),7,南 北,,宝山,顾村,,420,3室2厅1厨2卫,35766
,,,,,,,,,,,,,
43.49㎡,淞南九村,精装,无,高楼层 (共6层),29,南,,宝山,淞南,,165,1室1厅1厨1卫,37940
,,,,,,,,,,,,,
55.9㎡,呼玛一村,简装,无,高楼层 (共6层),3,南 北,,宝山,张庙,,220,2室1厅1厨1卫,39356
,,,,,,,,,,,,,
96.01㎡,丰水宝邸(西苑),简装,有,低楼层 (共14层),25,南,,宝山,顾村,,315,3室1厅1厨1卫,32810
,,,,,,,,,,,,,
41.32㎡,呼玛四村,简装,无,高楼层 (共6层),56,南,,宝山,张庙,,150,1室1厅1厨1卫,36303
,,,,,,,,,,,,,
88.11㎡,美兰湖颐景园,精装,无,中楼层 (共5层),111,南,,宝山,罗店,,295,2室2厅1厨1卫,33481
,,,,,,,,,,,,,
102.97㎡,檀乡湾,精装,有,高楼层 (共10层),5,南,,宝山,顾村,,395,3室1厅1厨1卫,38361
,,,,,,,,,,,,,
210.38㎡,金辉兰湖美域,精装,无,高楼层 (共5层),2,南,,宝山,罗店,,630,5室3厅2厨3卫,29946
,,,,,,,,,,,,,
47.75㎡,北华苑,精装,无,高楼层 (共6层),21,南,,宝山,大华,,243,1室1厅1厨1卫,50891
,,,,,,,,,,,,,
84.6㎡,金星绿苑,毛坯,无,低楼层 (共6层),42,南,,宝山,罗店,,245,2室2厅1厨1卫,28960
,,,,,,,,,,,,,
70㎡,馨佳园(菊盛路851弄),简装,有,低楼层 (共18层),1,南,,宝山,顾村,,300,2室2厅1厨1卫,42858
,,,,,,,,,,,,,
74.14㎡,佳境苑,毛坯,暂无数据,低楼层 (共24层),11,南,,宝山,罗店,,205,2室2厅1厨1卫,27651
,,,,,,,,,,,,,
70.23㎡,共富一村,简装,无,高楼层 (共6层),76,南,,宝山,共富,,250,2室1厅1厨1卫,35598
,,,,,,,,,,,,,
98.76㎡,九英里,精装,有,高楼层 (共12层),27,南,,宝山,共康,,540,2室2厅1厨1卫,54679
,,,,,,,,,,,,,
73.61㎡,环镇北路211弄,精装,无,中楼层 (共6层),57,南,,宝山,上大,,306,2室1厅1厨1卫,41571
,,,,,,,,,,,,,
89.48㎡,三湘海尚城(公寓),精装,有,高楼层 (共18层),25,南,,宝山,淞南,,540,2室2厅1厨1卫,60349
,,,,,,,,,,,,,
191.41㎡,美岸栖庭(公寓),精装,有,高楼层 (共11层),42,南,,宝山,高境,,1100,5室2厅1厨3卫,57469
,,,,,,,,,,,,,
89.66㎡,三湘海尚城(公寓),简装,有,中楼层 (共18层),17,南,,宝山,淞南,,530,2室2厅1厨1卫,59113
,,,,,,,,,,,,,
68.61㎡,祁连二村,精装,无,高楼层 (共6层),107,南 西,,宝山,上大,,245,2室1厅1厨1卫,35710
,,,,,,,,,,,,,
73.76㎡,殷高小区,精装,无,低楼层 (共6层),92,南,,宝山,高境,,360,2室1厅1厨1卫,48807
,,,,,,,,,,,,,
144.9㎡,康泰东苑,精装,无,中楼层 (共6层),40,南,,宝山,大华,,650,4室2厅1厨2卫,44859
,,,,,,,,,,,,,
93.08㎡,共康七村,精装,无,中楼层 (共6层),42,南,,宝山,共康,,440,3室1厅1厨1卫,47272
,,,,,,,,,,,,,
83.09㎡,长江路848弄,其他,无,中楼层 (共6层),2,南 北,,宝山,淞南,,330,2室2厅1厨1卫,39716
,,,,,,,,,,,,,
108.17㎡,嘉华苑(宝山),精装,无,中楼层 (共5层),7,南,,宝山,大华,,650,3室2厅1厨1卫,60091
,,,,,,,,,,,,,
65㎡,淞南六村,精装,无,高楼层 (共6层),4,南,,宝山,淞南,,252,2室1厅1厨1卫,38770
,,,,,,,,,,,,,
47.99㎡,淞南九村,精装,无,高楼层 (共6层),7,南,,宝山,淞南,,215,1室1厅1厨1卫,44802
,,,,,,,,,,,,,
81.11㎡,民主花园,其他,有,中楼层 (共18层),3,南,,宝山,张庙,,407,2室1厅1厨1卫,50179
,,,,,,,,,,,,,
92.99㎡,中环一号(一期),精装,有,高楼层 (共15层),4,南,,宝山,大华,,510,2室2厅1厨1卫,54845
,,,,,,,,,,,,,
83.93㎡,淞南十村,简装,无,高楼层 (共6层),4,南 北,,宝山,淞南,,355,3室1厅1厨1卫,42298
,,,,,,,,,,,,,
74.6㎡,丰水宝邸(东苑),精装,有,高楼层 (共11层),3,南,,宝山,顾村,,285,2室2厅1厨1卫,38204
,,,,,,,,,,,,,
55.08㎡,菊泉新城(菊盛路50弄),简装,无,中楼层 (共5层),76,东南,,宝山,顾村,,220,2室1厅1厨1卫,39942
,,,,,,,,,,,,,
67.82㎡,华浜二村,精装,无,高楼层 (共6层),49,南,,宝山,淞南,,263,2室1厅1厨1卫,38780
,,,,,,,,,,,,,
54.88㎡,馨佳园(菊泉街1280弄),精装,有,低楼层 (共18层),38,南,,宝山,顾村,,220,1室1厅1厨1卫,40088
,,,,,,,,,,,,,
49.95㎡,大华一村,精装,无,低楼层 (共6层),14,南,,宝山,大华,,265,1室1厅1厨1卫,53054
,,,,,,,,,,,,,
93.66㎡,共富一村,简装,无,高楼层 (共6层),97,南,,宝山,共富,,328,2室2厅1厨1卫,35021
,,,,,,,,,,,,,
52.97㎡,大华一村,简装,无,高楼层 (共6层),0,南 北,,宝山,大华,,255,1室2厅1厨1卫,48141
,,,,,,,,,,,,,
64.28㎡,大华二村,简装,无,高楼层 (共6层),1,南,,宝山,大华,,330,2室1厅1厨1卫,51338
,,,,,,,,,,,,,
88.83㎡,三花现代城(一期丹桂苑),精装,有,低楼层 (共16层),2,南,,宝山,高境,,490,2室2厅1厨1卫,55162
,,,,,,,,,,,,,
59.13㎡,华浜新村,精装,无,高楼层 (共6层),4,南,,宝山,淞南,,240,2室1厅1厨1卫,40589
,,,,,,,,,,,,,
45.99㎡,好旺花苑,精装,无,高楼层 (共6层),3,南 北,,宝山,大华,,230,1室1厅1厨1卫,50011
,,,,,,,,,,,,,
159.55㎡,美岸栖庭(公寓),精装,有,高楼层 (共14层),2,南,,宝山,高境,,1000,5室2厅1厨2卫,62677
,,,,,,,,,,,,,
42.19㎡,通河二村,其他,无,高楼层 (共6层),4,南,,宝山,通河,,182,1室1厅1厨1卫,43139
,,,,,,,,,,,,,
57.38㎡,四元路20弄,简装,无,中楼层 (共6层),7,南,,宝山,月浦,,187,2室1厅1厨1卫,32590
,,,,,,,,,,,,,
33.07㎡,宝林三村,简装,无,高楼层 (共6层),6,南,,宝山,淞宝,,120,1室1厅1厨1卫,36287
,,,,,,,,,,,,,
79.73㎡,高境一村,简装,无,高楼层 (共6层),36,南,,宝山,高境,,340,3室1厅1厨1卫,42644
,,,,,,,,,,,,,
71.84㎡,美罗家园宝欣苑七村,毛坯,暂无数据,中楼层 (共18层),3,南,,宝山,罗店,,210,2室1厅1厨1卫,29232
,,,,,,,,,,,,,
118.46㎡,枫庭丽苑,简装,有,低楼层 (共11层),20,南,,宝山,大华,,550,2室2厅1厨2卫,46430
,,,,,,,,,,,,,
116.17㎡,住嘉新苑,其他,有,中楼层 (共15层),1,南,,宝山,张庙,,650,3室2厅1厨2卫,55953
,,,,,,,,,,,,,
107.87㎡,中环一号(五期),精装,有,高楼层 (共18层),2,南,,宝山,大华,,650,3室2厅1厨1卫,60258
,,,,,,,,,,,,,
141.2㎡,景华世纪园,精装,无,高楼层 (共6层),1,南,,宝山,张庙,,680,3室2厅1厨2卫,48159
,,,,,,,,,,,,,
94.8㎡,鎏园,精装,有,中楼层 (共12层),4,南 北,,宝山,淞南,,540,2室2厅1厨1卫,56963
,,,,,,,,,,,,,
55.67㎡,祁连欣苑,简装,无,中楼层 (共6层),1,南 北,,宝山,上大,,260,1室1厅1厨1卫,46704
,,,,,,,,,,,,,
137.18㎡,骏景雅苑,毛坯,有,低楼层 (共16层),8,南,,宝山,淞南,,680,3室2厅1厨2卫,49570
,,,,,,,,,,,,,
59.8㎡,新顾村大家园B区,精装,无,高楼层 (共6层),2,南 北,,宝山,顾村,,275,2室1厅1厨2卫,45987
,,,,,,,,,,,,,
86.17㎡,罗南一村,简装,无,中楼层 (共6层),6,东,,宝山,罗店,,235,2室2厅1厨1卫,27272
,,,,,,,,,,,,,
61.15㎡,丰翔新城,毛坯,有,低楼层 (共24层),8,南,,宝山,上大,,235,1室1厅1厨1卫,38431
,,,,,,,,,,,,,
89.98㎡,罗溪花苑,简装,无,中楼层 (共6层),14,南 北,,宝山,罗店,,230,2室1厅1厨1卫,25562
,,,,,,,,,,,,,
82.42㎡,东南弄村公寓,精装,无,高楼层 (共6层),6,南,,宝山,罗店,,215,2室2厅1厨1卫,26086
,,,,,,,,,,,,,
62.28㎡,菊泉新城(菊泉街39弄),精装,无,中楼层 (共5层),21,南,,宝山,顾村,,240,1室1厅1厨1卫,38536
,,,,,,,,,,,,,
117㎡,学林苑,毛坯,无,高楼层 (共6层),3,南,,宝山,上大,,510,3室2厅1厨1卫,43590
,,,,,,,,,,,,,
90.93㎡,美兰湖岭域,精装,有,中楼层 (共7层),49,南 北,,宝山,罗店,,358,2室2厅1厨1卫,39371
,,,,,,,,,,,,,
90.38㎡,上坤乐城,毛坯,有,中楼层 (共12层),10,南,,宝山,顾村,,335,3室2厅1厨1卫,37066
,,,,,,,,,,,,,
68.65㎡,民悦苑,精装,无,高楼层 (共6层),12,南,,宝山,张庙,,360,2室1厅1厨1卫,52440
,,,,,,,,,,,,,
97.7㎡,远景佳苑一期,精装,有,中楼层 (共9层),26,南,,宝山,大华,,566,2室2厅1厨1卫,57933
,,,,,,,,,,,,,
121.04㎡,中环一号(一期),简装,有,高楼层 (共14层),35,东南 南,,宝山,大华,,610,3室2厅1厨1卫,50397
,,,,,,,,,,,,,
98.73㎡,星福家园,简装,无,中楼层 (共5层),11,南 北,,宝山,上大,,440,3室2厅1厨1卫,44566
,,,,,,,,,,,,,
51.82㎡,大华一村,精装,无,中楼层 (共6层),34,南 北,,宝山,大华,,283,2室1厅1厨1卫,54613
,,,,,,,,,,,,,
94.17㎡,北华苑,简装,无,低楼层 (共6层),20,南,,宝山,大华,,520,3室1厅1厨1卫,55220
,,,,,,,,,,,,,
80.28㎡,通河七村,精装,无,中楼层 (共6层),7,南,,宝山,通河,,340,2室1厅1厨1卫,42352
,,,,,,,,,,,,,
77.04㎡,和欣国际花园,精装,有,低楼层 (共16层),22,南,,宝山,共康,,485,2室2厅1厨1卫,62955
,,,,,,,,,,,,,
93.79㎡,远景佳苑二期,精装,有,低楼层 (共11层),17,南 北,,宝山,大华,,575,2室2厅1厨1卫,61308
,,,,,,,,,,,,,
71.67㎡,淞南六村,简装,无,高楼层 (共6层),29,南,,宝山,淞南,,268,2室1厅1厨1卫,37394
,,,,,,,,,,,,,
167㎡,和欣国际花园,精装,有,低楼层 (共18层),49,南 北,,宝山,共康,,680,4室2厅1厨2卫,40719
,,,,,,,,,,,,,
112㎡,屹立家园,精装,无,高楼层 (共6层),62,南,,宝山,共康,,530,3室2厅1厨2卫,47322
,,,,,,,,,,,,,
131㎡,美岸栖庭(公寓),精装,无,高楼层 (共6层),41,南 北,,宝山,高境,,750,4室2厅1厨2卫,57252
,,,,,,,,,,,,,
127.52㎡,昌鑫家园,简装,无,中楼层 (共6层),5,南,,宝山,通河,,680,3室2厅1厨2卫,53325
,,,,,,,,,,,,,
91.34㎡,盛达家园,简装,有,低楼层 (共12层),17,南,,宝山,张庙,,380,2室2厅1厨1卫,41603
,,,,,,,,,,,,,
86.2㎡,梧桐城邦(二期),精装,无,中楼层 (共5层),66,南 北,,宝山,大华,,490,2室2厅1厨1卫,56845
,,,,,,,,,,,,,
71.29㎡,民悦苑,精装,有,高楼层 (共13层),133,东南,,宝山,张庙,,335,2室1厅1厨1卫,46992
,,,,,,,,,,,,,
141.87㎡,上大聚丰园,精装,有,中楼层 (共11层),84,南,,宝山,上大,,605,3室2厅1厨2卫,42645
,,,,,,,,,,,,,
86.45㎡,共康七村,简装,无,高楼层 (共6层),13,南,,宝山,共康,,370,2室2厅1厨1卫,42800
,,,,,,,,,,,,,
90.47㎡,万科四季花城,简装,有,低楼层 (共14层),11,南,,宝山,杨行,,360,2室2厅1厨1卫,39793
,,,,,,,,,,,,,
89㎡,香逸湾,精装,有,中楼层 (共12层),23,南 北,,宝山,杨行,,405,3室2厅1厨1卫,45506
,,,,,,,,,,,,,
130.15㎡,万科四季花城,精装,有,低楼层 (共11层),10,南 北,,宝山,杨行,,520,3室2厅1厨2卫,39954
,,,,,,,,,,,,,
167㎡,天馨花园(公寓),精装,有,低楼层 (共10层),32,南 北,,宝山,杨行,,500,4室2厅1厨2卫,29941
,,,,,,,,,,,,,
133㎡,万业紫辰苑,精装,有,低楼层 (共28层),50,南 北,,宝山,杨行,,510,4室2厅1厨2卫,38346
,,,,,,,,,,,,,
116.81㎡,康桥水都(公寓),毛坯,无,高楼层 (共6层),43,南,,宝山,杨行,,410,3室2厅1厨2卫,35100
,,,,,,,,,,,,,
96.31㎡,大华公园世家康华苑,精装,有,高楼层 (共8层),10,南,,宝山,大华,,545,2室2厅1厨1卫,56589
,,,,,,,,,,,,,
83.2㎡,大华一村,精装,无,中楼层 (共6层),4,南,,宝山,大华,,440,2室1厅1厨1卫,52885
,,,,,,,,,,,,,
100.67㎡,盛达家园,精装,有,低楼层 (共14层),6,南,,宝山,张庙,,430,2室2厅1厨1卫,42714
,,,,,,,,,,,,,
94.55㎡,上海保利悦庭,简装,有,低楼层 (共9层),3,南,,宝山,淞南,,600,3室2厅1厨1卫,63459
,,,,,,,,,,,,,
75.54㎡,昌鑫时代绿园,简装,无,高楼层 (共6层),8,南,,宝山,张庙,,420,2室2厅1厨1卫,55600
,,,,,,,,,,,,,
87.51㎡,复星花园(行知路635弄),简装,无,高楼层 (共6层),9,南,,宝山,大华,,425,2室2厅1厨1卫,48566
,,,,,,,,,,,,,
86.23㎡,康泰新城,精装,无,中楼层 (共5层),7,南 北,,宝山,大华,,460,2室2厅1厨2卫,53346
,,,,,,,,,,,,,
116.63㎡,大华一村,简装,无,低楼层 (共6层),10,南 北,,宝山,大华,,550,3室2厅1厨1卫,47158
,,,,,,,,,,,,,
38.16㎡,逸仙一村,简装,无,低楼层 (共6层),7,南,,宝山,高境,,180,1室1厅1厨1卫,47170
,,,,,,,,,,,,,
139.26㎡,康泰新城,精装,有,高楼层 (共11层),17,南 北,,宝山,大华,,760,3室2厅1厨2卫,54575
,,,,,,,,,,,,,
90.71㎡,城投世纪名城,简装,无,高楼层 (共6层),12,南 北,,宝山,张庙,,420,2室2厅1厨1卫,46302
,,,,,,,,,,,,,
55.16㎡,通河七村,简装,无,低楼层 (共6层),4,南,,宝山,通河,,235,2室1厅1厨1卫,42604
,,,,,,,,,,,,,
66.18㎡,大华三村二街坊,简装,无,高楼层 (共6层),1,南 北,,宝山,大华,,335,2室1厅1厨1卫,50620
,,,,,,,,,,,,,
92.35㎡,大华二村,简装,无,高楼层 (共6层),6,南,,宝山,大华,,440,3室1厅1厨1卫,47645
,,,,,,,,,,,,,
67.84㎡,共康五村,毛坯,无,高楼层 (共6层),19,南,,宝山,共康,,275,2室1厅1厨1卫,40537
,,,,,,,,,,,,,
126㎡,顺驰美兰湖,精装,无,中楼层 (共5层),107,南,,宝山,罗店,,425,3室1厅1厨0卫,33731
,,,,,,,,,,,,,
70.91㎡,菊泉新城(陆翔路358弄),简装,无,低楼层 (共5层),17,南 北,,宝山,顾村,,300,2室2厅1厨1卫,42308
,,,,,,,,,,,,,
93.68㎡,阳光美林,精装,有,中楼层 (共14层),2,南 北,,宝山,月浦,,275,2室2厅1厨1卫,29356
,,,,,,,,,,,,,
50.94㎡,月浦七村,简装,无,高楼层 (共6层),2,南,,宝山,月浦,,152,2室0厅1厨1卫,29840
,,,,,,,,,,,,,
39.98㎡,杨泰三村,简装,无,低楼层 (共6层),5,南,,宝山,杨行,,155,1室1厅1厨1卫,38770
,,,,,,,,,,,,,
57.7㎡,丽景花园,精装,有,低楼层 (共14层),0,南,,宝山,顾村,,240,1室1厅1厨1卫,41595
,,,,,,,,,,,,,
86.85㎡,丰翔新城,毛坯,有,中楼层 (共27层),3,南 北,,宝山,上大,,323,3室2厅1厨1卫,37191
,,,,,,,,,,,,,
